,Question,Type,category_id
0,"Something simple, yet important. Why should I vote for Hillary Clinton?",yesno,2
0,Why should I vote for Hillary instead of why I shouldn't vote for Trump?,yesno,2
0,What are your favorite Chinese foods?,summary,0
0,What's your favorite Chinese food ?,summary,0
0,What is a good inpatient drug and alcohol rehab center in Franklin County AR?,summary,0
0,What is a good inpatient drug and alcohol rehab center in Union County AR?,summary,0
0,How did you overcome porn addiction?,summary,0
0,What is the most effective way to break a porn addiction?,summary,0
0,What is the structure of the pleural membrane? What is its function?,summary,0
0,What are the functions of the cell membrane?,summary,0
0,Does English have dialects?,yesno,2
0,Is Indian English more formal than other English dialects?,yesno,2
0,What are some cool facts about A. R. Rahman?,summary,0
0,What are the less known facts of A. R. Rahman?,summary,0
0,What are some things new employees should know going into their first day at Audiovox?,yesno,2
0,What are some things new employees should know going into their first day at AT&T?,yesno,2
0,"What is the funniest joke you ever told, heard, or read?",summary,0
0,What is the best joke you've ever hear?,summary,0
0,"Since Facebook is illegal in China, does that mean having Facebook account also illegal?",yesno,2
0,My dad always yells at me and causes me anxiety. How do I fix this?,yesno,2
0,How do I succeed in an interview?,summary,0
0,How do I fail in an interview?,summary,0
0,What does it mean when you dream about your crush talking to your mom?,factoid,3
0,What does it mean when you dream about your crush's mom?,factoid,3
0,How much time should you take in answering a Quora Question?,summary,0
0,In how much time Quora answers any question?,summary,0
0,What is the best crossover setting for subwoofer?,summary,0
0,What are the best crossover settings for a subwoofer?,summary,0
0,Can I install Pulsar 220F headlamps into a Pulsar 220 Street Fighter?,yesno,2
0,Is Pulsar 220 F good?,yesno,2
0,How can I treat purple spots on my tongue?,summary,0
0,How do you treat a tiny blister on the tongue?,summary,0
0,What is the chemical composition of fire glass?,summary,0
0,What are chemical compositions of glass?,summary,0
0,What are some great snack ideas for a sleepover?,summary,0
0,What are some snack ideas for a sleepover?,summary,0
0,"What is a Crush Card in ""Yu-Gi-Oh!""?",summary,0
0,What is the Crush Card Virus card in Yu-Gi-Oh?,summary,0
0,How do I unarchive a conversation on Facebook Messenger?,summary,0
0,Why does my unread archived messages in Facebook show as read when I unarchive them?,summary,0
0,How can I make my eyes look slanting?,summary,0
0,How can I make my eyes look better?,summary,0
0,What should be the first programming language learned to develop games?,factoid,3
0,Which programming language should I learn if I want to develop gaming apps?,factoid,3
0,What will happen after you send your sat score university?,summary,0
0,What happens after you send your SAT scores to universities?,summary,0
0,Does infosis financially support further education (like MBA)?,yesno,2
0,Does TCS financially support further education (like MBA)?,yesno,2
0,What do I do when my hair is too blonde?,summary,0
0,What do I do with my hair?,summary,0
0,How do I get better at developing a new skill?,summary,0
0,How do I learn new skill?,summary,0
0,Who is the most interesting person you've ever sat next to on a train?,yesno,2
0,Who is the most interesting person you've ever sat next to on an airplane?,yesno,2
0,Do Indian students get permanent jobs in Germany after completing a master's in mechanical engineering?,yesno,2
0,Is it true that foreign students doing an M.S. in Germany don't get jobs after they finish their studies?,yesno,2
0,How did See full summary (2017 movie) get greenlit? What's the backstory of how the movie got made?,summary,0
0,How did See full summary (2016 movie) get greenlit? What's the backstory of how the movie got made?,summary,0
0,Can I make 10 million a year as a day trader?,yesno,2
0,Can I make 50 million dollars day trading?,yesno,2
0,What is the most looped Vine?,summary,0
0,How do I use Vine?,summary,0
0,Where can I get scholarship for data science in Asia?,yesno,2
0,Where can I get scholarship for data science?,yesno,2
0,"What is a suitable solar panel installation provider near Paradise, California CA?",yesno,2
0,"What is a suitable solar panel installation provider near Tulare, California CA?",yesno,2
0,What are the best sites to get your poem published in Hindi?,summary,0
0,I want to get a book (Collection of Hindi Poems) published. How do I go about it?,summary,0
0,Does age difference matter in love?,yesno,2
0,Does age matter in love?,yesno,2
0,Will it be possible to make spaceships that can travel at light speed?,yesno,2
0,Is it possible to travel at the speed of light?,yesno,2
0,How can I get a neighbor's WiFi password?,summary,0
0,How can we get our own PC wifi password in Ubuntu?,summary,0
0,What is the relation between yudhishthira and Shakuni?,factoid,3
0,Concept of many god?,factoid,3
0,What are examples of a pun?,summary,0
0,What are puns? What are examples of puns?,summary,0
0,What is cancer?,summary,0
0,What is mesothelia cancer?,summary,0
0,What is your review of Blind (2007 movie)?,summary,0
0,What is your review of Blind Mountain (2007 movie)?,summary,0
0,What are the greatest comebacks in history?,summary,0
0,What are some of the greatest comebacks in U.S. election history?,summary,0
0,I have failed to qualify the JEE Mains and some other entrance exams. Should I drop a year and prepare to try them again or not?,yesno,2
0,I just scored 85 marks in the JEE-Mains 2015. Should I drop one year? Will I recover from 85 to clearing the JEE-Advanced in 2016?,yesno,2
0,Is there any proof of the existence of aliens? Has anyone seen aliens?,yesno,2
0,Is there any proof for the existence of aliens? What about all the stories we heard about them?,yesno,2
0,Who would win in a fight: Goku or the Hulk?,factoid,3
0,Who would win in a fight: The Hulk or The Marvel Universe?,factoid,3
0,"Codecademy: What is the solution to JavaScript Quick Start Guide, Lesson 5 Question 3?",summary,0
0,"Codecademy: What is the solution to JavaScript Quick Start Guide, Lesson 3 Question 3?",summary,0
0,How can I get a proof of address when I live with my parent and don't pay any bills? I am 19.?,yesno,2
0,"I'm 17, and I was wondering if I should take pills to lower my sex drive…Should I?",yesno,2
0,What is the corporate culture like at Tiffany? How is the culture different than other companies?,summary,0
0,What is the corporate culture like at Premier? How is the culture different than other companies?,summary,0
0,"What is the Sahara, and how do the average temperatures there compare to the ones in the Dasht-e Loot?",factoid,3
0,"What is the Sahara, and how do the average temperatures there compare to the ones in the Chihuahuan Desert?",factoid,3
0,Just point me the best shoe anywhere online under 3k I want to buy it right now?,yesno,2
0,My girlfriend wants to give me a blowjob. Right now I am just 18 and she is 16. Should I allow it?,yesno,2
0,How do I become an ethical hacker?,summary,0
0,How can I be a ethical hacker?,summary,0
0,How do I apply for a Schengen Visa (Tourist) in Bangalore?,summary,0
0,How do I apply for a Schengen visa?,summary,0
0,Algorithm for matrix multiplication?,yesno,2
0,Bariatric surgery and sex?,yesno,2
0,How can I learn English in short time?,summary,0
0,How do I learn English quickly?,summary,0
0,How widely accepted are credit cards at small businesses and restaurants in Mexico?,yesno,2
0,How widely accepted are credit cards at small businesses and restaurants in Slovakia?,yesno,2
0,What are words you most commonly associate with “your” children?,factoid,3
0,What are words you most commonly associate with children?,factoid,3
0,What is the best lesson you have learnt on Quora?,summary,0
0,What is the best lesson you've learned on Quora?,summary,0
0,How do you unlock a Public Mobile phone?,summary,0
0,How does one unlock a T-Mobile phone?,summary,0
0,How can I make the most of my college experience?,yesno,2
0,How do I make the most out of my college experience at a public state university?,yesno,2
0,Can you help me become fertile? Am 55 No periods Have Multiple Sclerocis Have pain relief,yesno,2
0,Would like baby. Am 55 Can you help me become fertile? Have no periods,yesno,2
0,What is unusual or different about the food and cuisine in Lithuania?,summary,0
0,What is unusual or different about the food and cuisine in Israel?,summary,0
0,What are the legal separation laws in PA and how do they compare with the ones in Florida?,summary,0
0,What are the legal separation laws in PA and how do they compare with the ones in California?,summary,0
0,What are some day trading hacks?,summary,0
0,What is day trading?,summary,0
0,How do I hack or spy on someone's WhatsApp conversation remotely?,summary,0
0,How can I hack someone's WhatsApp account?,summary,0
0,How is the word 'indolence' used in a sentence?,summary,0
0,How is the word 'gape' used in a sentence?,summary,0
0,"I can't do push-ups, why?",yesno,2
0,Why can't I do push-ups?,yesno,2
0,How do you treat canker sores or mouth ulcers?,summary,0
0,What is the best way to treat a mouth ulcer?,summary,0
0,Why is Superman the greatest superhero?,yesno,2
0,Who are the greatest superheroes in DC Universe?,yesno,2
0,Find Your Dream Home in Noida?,yesno,2
0,Why did controversial ex-Congressperson Mark Foley recently attend a Trump rally?,yesno,2
0,What is the best way to know how sincere someone loves you?,summary,0
0,How do I know if someone loves you?,summary,0
0,How do I start a grocery shop online?,summary,0
0,How do I start an online store?,summary,0
0,How can a person control anger?,summary,0
0,How do I control my emotions and anger?,summary,0
0,What are some nerd jokes on entropy?,summary,0
0,How do I reduce entropy?,summary,0
0,How do you delete Pandora stations?,summary,0
0,Where does Pandora get its lyrics from?,summary,0
0,What is the best way to counter Meepo in Dota 2?,summary,0
0,Dota 2: What is a core hero?,summary,0
0,Is time travel possible in next 5 years?,yesno,2
0,Is time travel theoretically possible?,yesno,2
0,How do I organize JavaScript code?,summary,0
0,What is the best way to organize JavaScript code?,summary,0
0,What are the differences in life between Chinese and western cultures?,summary,0
0,What is the difference between Chinese culture and Western culture?,summary,0
0,How can I make foreign friends on WeChat?,summary,0
0,What is a good way to make friends with foreigners? I am a Chinese student.,summary,0
0,Which university has the most beautiful campus in India?,factoid,3
0,Which is the most beautiful college campus in India?,factoid,3
0,How does time exist?,summary,0
0,Why does time exist?,summary,0
0,How can I remove screen overlay on my j7?,summary,0
0,How do I turn off the screen overlay in Samsung j7?,summary,0
0,What are some very interesting Wikipedia articles?,summary,0
0,What are the most interesting Wikipedia articles?,summary,0
0,What is the difference between a vowel and a consonant?,summary,0
0,English Grammar: Why can't we use 'a' as an article for both vowels and consonants?,summary,0
0,What is your favorite R&B song of all time?,summary,0
0,What are your favorite songs of all time?,summary,0
0,"How long does a routine dental checkup normally take in the U.S., if the patient is perfectly healthy and schedules one every six months?",yesno,2
0,Is the Dental implant surgery painful? I am planning to get one in Sydney this month. How do I get some good doctors?,yesno,2
0,What happens after you die? (Human Being),summary,0
0,What happens after the death?,summary,0
0,Are the Japanese a genetically admixed people?,yesno,2
0,Are japanese people genetically diverse?,yesno,2
0,Which college i should apply?,factoid,3
0,To which colleges can I apply?,factoid,3
0,What is the one thing you want the most in your life? What are you doing to achieve it?,summary,0
0,What is the one thing you always wanted to achieve in your life?,summary,0
0,How are long distance relationships maintained?,yesno,2
0,Does a long distance relationship really work?,yesno,2
0,How do silencers work on a Remington 770 rifle?,summary,0
0,How do suppressors work on a Remington 770 riffle?,summary,0
0,"If I flunked 1st year MBBS and later wrote supplementary and passed, can I write my PG entrance with the regulars?",yesno,2
0,"If a student fails more than 5 times in the 1st year of the MBBS, is he eligible to write the AIIMS/JIPMER/NIMHANS entrance exams?",yesno,2
0,How can I get job in Accenture?,summary,0
0,What do you need to do to get a job in Accenture?,summary,0
0,What is it like to be an electrical engineering graduate at Santa Clara University?,yesno,2
0,How good is Santa Clara University's Computer Science department for undergraduates?,yesno,2
0,How do I remove dried (mosquito) blood stains from my clothes?,summary,0
0,How do you remove blood stains from clothing?,summary,0
0,Is it necessary to learn C & C++ before learning Java?,yesno,2
0,Is C language compulsory for learning java?,yesno,2
0,How do I export a web calendar to excel (the web calendars are in Google icalendar and in my outlook)?,yesno,2
0,I have been using Outlook.com since the first few days it was revealed. I have a legal copy of Outlook 2013. I cannot see my tasks and calendar appointments in Outlook 2013. How do I fix this?,yesno,2
0,What's the placement scenario for an MTech in Instrumentation at NIT Agartala?,summary,0
0,What is the placement scenario of NIT Agartala?,summary,0
0,Has someone on Quora changed your life for the positive? How?,summary,0
0,How did Quora change your life?,summary,0
0,What are the best acne home treatment?,summary,0
0,What are the best home treatment for acne?,summary,0
0,What programming language do you think is best? Why?,summary,0
0,What is the best programming language nowadays?,summary,0
0,What is the difference between the Torah and the Old Testament?,summary,0
0,What are some examples of the Old Testament laws?,summary,0
0,Why do I get so bored of people easily?,yesno,2
0,Why do I usually get bored of people?,yesno,2
0,How can I Increase the traffic of my blog?,summary,0
0,How can I increase traffic on my blog?,summary,0
0,Why do I still miss my ex after broke up for 3 years?,yesno,2
0,Why do I still miss my ex after broke up?,yesno,2
0,How can we become good friends?,summary,0
0,How do I become a good friend?,summary,0
0,What is the difference between a psychologist's job and a psychiatrist's?,summary,0
0,"What is the difference between a psychiatrist, psychologist, therapist, counselor, adviser, and life coach?",summary,0
0,What does a double triangle tattoo mean?,factoid,3
0,What does this tattoo mean?,factoid,3
0,Why do people ask questions on Quora instead of Googling it?,yesno,2
0,Why do some people on QUORA ask questions that they can easily findout on Google?,yesno,2
0,What is Vyvanse used for?,factoid,3
0,What does Vyvanse do?,factoid,3
0,What would happen to Donald Trump's companies and investments if he were to be elected president?,yesno,2
0,Could Donald Trump be a Democratic plant? Is he trying to help Hillary Clinton?,yesno,2
0,How should one improve one's presence of mind?,yesno,2
0,How can a person build his/her presence of mind?,yesno,2
0,What is the best way to ask a girl out on a date?,summary,0
0,How do I ask a girl out for a date?,summary,0
0,What's the scope of psychology?,summary,0
0,What is the scope of psychology?,summary,0
0,Is it rude not to comment on every answer to my questions on Quora?,yesno,2
0,Is it rude to ask more questions on Quora than you answer?,yesno,2
0,Do you think Australian singer Delta Goodrem is pretty?,yesno,2
0,Do you think Delta Goodrem is pretty?,yesno,2
0,Is Red Bull energy drink made by bull sperm?,yesno,2
0,Is there bull sperms in red bull?,yesno,2
0,My father bought me an Acer  Aspire V15 V3-574G-341P laptop. Almost all sites are stating the battery as 4 cell 2520 mAh. What does this mean?,yesno,2
0,How much can I sell my used Acer laptop Aspire V15?,yesno,2
0,What is rocket engineering?,summary,0
0,How is a rocket engine cooled?,summary,0
0,How do I recover hacked Instagram account?,summary,0
0,How can I recover a hacked Instagram?,summary,0
0,What are some of the best horror movies?,summary,0
0,What are the best horror movies that will keep you up at night?,summary,0
0,"What is the name of the song being played on Comedy Central India's ""All This Month"" ad? (September 2016)?",factoid,3
0,"What is the name of the song played in Comedy central India's ""All this month's"" ad? (February 2016)",factoid,3
0,Should I write up a draft outline/letter to send in an email requesting a LoR?,yesno,2
0,How should I phrase an email/contact a professor if I might have to remind them to finish a LOR?,yesno,2
0,What is the best way to lead a happy life?,summary,0
0,How should and why should I lead a happy life?,summary,0
0,What is it like to be pregnant?,factoid,3
0,What does it feel like to be pregnant?,factoid,3
0,Can we really earn money by playing fantasy cricket Dream11.com?,yesno,2
0,"Do we need to pay tax on money withdrawn from dream11 account (fantasy cricket), Is this money counted as income?",yesno,2
0,What are the green organelles in the cytoplasm of plant cells? What is their function?,summary,0
0,What are the functions of the nucleus in a plant cell?,summary,0
0,"What is the deepest lake in Europe, and how does this lake's flora and fauna compare to that of Lake Albert?",summary,0
0,"What is the deepest lake in Europe, and how does this lake's flora and fauna compare to that of Lake Edward?",summary,0
0,Why are birthday consider so special?,yesno,2
0,Why do people find their birthday very special?,yesno,2
0,Why does western history continue to misunderstand and MIS represent Ethiopia and the East African diaspora?,yesno,2
0,Why is Robert Fulton significant to engineering?,yesno,2
0,How do I stop my Pit Bull/English Bulldog mix puppy from humping my furniture?,summary,0
0,How do I stop my Labrador/Pug mix from humping my pillows?,summary,0
0,What are the functions of the cell membrane?,summary,0
0,What's the function of cell membrane?,summary,0
0,If more vacuum gravitational and dark energy is created as universe expands can infinite of these be created as they appear without limit?,yesno,2
0,Is at least the potential energy of vacuum energy and dark energy infinite?,yesno,2
0,What is the best way to use condom safely?,summary,0
0,How do I use condom safely?,summary,0
0,How do you get money during an emergency?,summary,0
0,How do you get money in an emergency?,summary,0
0,How strong is Hercules in Marvel comics and does he have stronger versions like Hulk has?,yesno,2
0,Who is the equivalent of Batman in Marvel universe? Is there any superhero in Marvel who could be compared to the Batman and come out as an equal if not better?,yesno,2
0,"My DOB is 22/03/1992 , 3:10 am bhilai chhatisgarh.How is my career, marriage and Future life.Can Someone please predict?",yesno,2
0,My DOB is 22-03-1992 at 03:10 a.m. in Bhilai- chhatisgarh. How is my career & marriage future life? Can someone Please predict my future and guide me?,yesno,2
0,Why are blue and red neon lights illegal or restricted for commercial uses in Colombia?,factoid,3
0,Why are blue and red neon lights illegal or restricted for commercial uses in Mexico?,factoid,3
0,Will there be a war between the United States and Russia in 2016?,yesno,2
0,Russia is apparently preparing for war with the United States. Is this very likely in the immediate future?,yesno,2
0,Is there anyone who had bhild their own algorithm?,yesno,2
0,When will honor 4x get nougat update?,yesno,2
0,Could a party put someone on their ballot without their approval? E.g. could the Green Party put Sanders on their ballot without his approval?,yesno,2
0,"Are not adults aware that they're childish when they don't take teens seriously for being ""childish""?",yesno,2
0,What are the best gifts that you have ever received?,summary,0
0,What is the best present you have ever received?,summary,0
0,What are some haunted/spooky places in Delhi?,summary,0
0,What are the best haunted places to visit in Delhi?,summary,0
0,How do I get ripped?,summary,0
0,I am 5'10 and 140 pounds. How can I get ripped?,summary,0
0,How valuable is the Mona Lisa?,summary,0
0,What is the importance of the Mona Lisa?,summary,0
0,How does currency work?,summary,0
0,How do currency's work?,summary,0
0,Are tied bike pranks legal in the US?,yesno,2
0,Is it legal to own a grenade in the US?,yesno,2
0,Why Santa Claus is an old man but not an old woman?,yesno,2
0,Why is Santa Claus a man?,yesno,2
0,Who will win this presidential elections 2016?,yesno,2
0,Who will win the 2016 presidential elections?,yesno,2
0,What books best depict the culture of Lesotho? How do they do it so well?,summary,0
0,What is the hardest thing(s) about raising children in Lesotho?,summary,0
0,What is the best way to be more interesting?,factoid,3
0,What should I do to be interesting?,factoid,3
0,How can you write a reflective paper about yourself?,summary,0
0,How do you write about yourself?,summary,0
0,How can you make stretch marks go away?,yesno,2
0,What are some ways to make stretch marks go away after losing weight?,yesno,2
0,Which is the best college for MBA in Delhi?,factoid,3
0,Which is the best college to do an MBA in Delhi?,factoid,3
0,Is there a way to block someone's Snapchat story without removing them as a friend?,yesno,2
0,Is there any way to view the person's profile if you have their username on Snapchat without adding that person to friends?,yesno,2
0,Is it safe to apply tooth paste to your skin to remove black heads?,yesno,2
0,How can one remove sun tans and lighten the skin back to its original color?,yesno,2
0,Can a guy like you even though he doesn't show it?,yesno,2
0,"My boyfriend wants to stay home and be lazy. I want to travel and go camping. Why doesn't he want to do these things with me, even though he used to?",yesno,2
0,Corruption the root cause of all evils?,yesno,2
0,Is corruption the root cause of all evil?,yesno,2
0,How does Wikipedia earn money (other than obvious ways like donations)?,summary,0
0,How does Wikipedia earn money?,summary,0
0,What is NP-Completeness?,summary,0
0,"What are P, NP, NP-complete, and NP-hard?",summary,0
0,"Is 8 gb of ram enough to program on Linux in a vm? Also, is the base MBP13 able to run civ 6?",yesno,2
0,Car Rental Service at Paris Airport?,yesno,2
0,There's a company called Jiffy Software in Vancouver that claims they had a part in authoring the apps for NetFlix on the iOS and android platform. Is there any validity to their claim?,yesno,2
0,Why is Netflix a good app?,yesno,2
0,How did RBI know that Urjit Patel would be RBI governor 6 months before and start printing the 2000 rupee notes with his signature on them?,yesno,2
0,As I heard that currency was in printing 6 months ago then how can it has Mr. urjit Patel's signature as his name was announced on 23rd August?,yesno,2
0,Why is hydrogen so combustible?,yesno,2
0,"Is helium combustible? If so, why?",yesno,2
0,What you will do if some one breaks your heart?,summary,0
0,What is cut off for accenture?,summary,0
0,Where can I get all standard electrical services in Sydney?,yesno,2
0,Where can I get safety electrical services in Sydney?,yesno,2
0,My laptop works slow! How to make it faster?,summary,0
0,How do I make my laptop work fast?,summary,0
0,How do people deal with procrastination?,summary,0
0,How to deal with procrastination?,summary,0
0,How can I repair a loose micro-USB cable?,yesno,2
0,Who make the best micro USB cable?,yesno,2
0,How do I get rid of acne and its spots?,summary,0
0,How do I get rid of acne naturally?,summary,0
0,What is the best way to earn money through online?,summary,0
0,What are some best ways to earn money online?,summary,0
0,Is burn data to bluray media can cause loss quality of data such mp4 video and jpg photo format?,yesno,2
0,Instagram. Can I add locations to my photo map of photos taken and posted without GPS data once home without deleting the post?,yesno,2
0,Should startup companies work with a recruiter to hire new talent?,yesno,2
0,Is there a place for all startups hiring talents?,yesno,2
0,How did Donald trump won US presidential election 2016?,summary,0
0,How did Donald Trump win the presidency?,summary,0
0,What is the best dictionary app for iPhone and iPad?,summary,0
0,What is the best free offline dictionary iPhone app?,summary,0
0,Why do Indians care so much about what other nation's people think about them?,summary,0
0,Why do Indians think a lot about what others think?,summary,0
0,What mixes well with peach vodka?,summary,0
0,What mixes well with vodka?,summary,0
0,Impacts of poor study skills to studence performance?,yesno,2
0,Impacts of poor study skills to students performance?,yesno,2
0,What do you usually talk about with your friends?,summary,0
0,What is your favourite thing to talk about with your friends?,summary,0
0,How do you decide on how much shares to give your investor?,summary,0
0,How much of your company should you give to an investor?,summary,0
0,Do transsexuals have telepathic abilities?,yesno,2
0,Do plants have the ability to feel just like humans?,yesno,2
0,Can you edit an answer on Quora?,yesno,2
0,Can I ask an answer on Quora?,yesno,2
0,Does wife swapping exist?,yesno,2
0,Why is wife swapping done?,yesno,2
0,Is Django CMS a good starting point for a software port from a Windows installable application to a cloud based service?,yesno,2
0,I am working in a software company from 3 years for a Windows-based application. Is it better to continue in the same technology?,yesno,2
0,Why is Google changing its UI to AngularJs Technology even many results and study shows that AngularJs kills SEO Technology?,yesno,2
0,"I'm an IT guy who loves to learn algorithms and data structures in deep, is it a good choice or should I learn a trending technology like AngularJS?",yesno,2
0,How many subjects did you fail in chemical engineering?,factoid,3
0,"How many chemical engineers are working in Intel, approximately?",factoid,3
0,Why are humans never satisfied?,summary,0
0,Why are some people never satisfied?,summary,0
0,What are the good career option after b.tech in electrical engineering from an NIT?,summary,0
0,What are the career options after electrical engineering excluding joining the MNCs?,summary,0
0,Was the Iraq war a hoax?,yesno,2
0,Did the war in Iraq really happen?,yesno,2
0,Can we loose belly fat by walking daily?,yesno,2
0,"What are the best ways to reduce and eliminate belly, abdominal, and thigh fat?",yesno,2
0,What is the Microsoft technology stack all about?,summary,0
0,What are some interesting facts about Bill Gates?,summary,0
0,How do you get licenses for games while starting a game cafe?,summary,0
0,"I recently can't see title and comments sections of the videos on youtube. It just says ""network error 500"" or 503 where all these sections were. Why?",summary,0
0,What are benefits of reading books?,list,1
0,Which really are the benefits of reading?,list,1
0,who will win Punjab election?,yesno,2
0,Why is India unable to see Pak based terror camps through satellite images?,yesno,2
0,How do I run FIFA 15 on Windows 8?,summary,0
0,How do I download and install Fifa 15 on my laptop (Windows 7)?,summary,0
0,How do shock collars hurt dogs if not used properly?,summary,0
0,Are dog shock collars humane? Why or why not?,summary,0
0,What's your next big thing?,summary,0
0,What are the next big things in IT?,summary,0
0,How can I get rid of bad habits?,summary,0
0,How can I get rid of my bad habits?,summary,0
0,Should I vote for Trump so Clinton is not elected?,yesno,2
0,Why do you vote for Trump?,yesno,2
0,How do I stop falling in love too fast?,summary,0
0,How can you stop falling in love?,summary,0
0,What is the difference between lard and suet?,summary,0
0,What's the difference between compote and jam?,summary,0
0,What is the most popular porn niche on Internet?,summary,0
0,What are the most popular/viral hoax of the internet?,summary,0
0,How do I take input from STDIN in Python?,summary,0
0,How do I get input from user in python script?,summary,0
0,What is the cut off of KVPY SA stream?,summary,0
0,What is the expected cut off for KVPY SA 2016?,summary,0
0,What is the evidence of King David's existence?,summary,0
0,What is currently the best archaeological evidence for the historicity of the biblical King David?,summary,0
0,How can you make bullet points under a bullet point on wordpress?,summary,0
0,What is a bullet point?,summary,0
0,Why are ticks so prevalent compared to years ago?,yesno,2
0,Paleontology: Why are the animals from the Pennsylvanian period (320 Million years ago) so ugly to our modern eye?,yesno,2
0,What is human body made up of?,summary,0
0,What are you made of?,summary,0
0,What universities does National Storage Affiliates recruit new grads from? What majors are they looking for?,yesno,2
0,What universities does Public Storage recruit new grads from? What majors are they looking for?,yesno,2
0,"In writing, is it okay to start a sentence with 'and', 'but', 'or'?",yesno,2
0,Is it okay to start a sentence with also?,yesno,2
0,Can having a UX design mentor make it easier to break into the field or land a good job?,yesno,2
0,"With the increasing trend towards IoT, is it necessary to have a formal education or work experience in physical UX (e.g. automotive speech-interface interaction) to break into more physical UX or would it become a natural part of work as a UX designer?",yesno,2
0,How can I just be myself?,summary,0
0,How can I not be myself?,summary,0
0,What is the first programming languange to learn for a total beginner?,factoid,3
0,"As a beginner, which programming language should one learn at first and what steps should one take after learning that first language?",factoid,3
0,What are some things new employees should know going into their first day at Catalyst Pharmaceuticals?,yesno,2
0,What are some things new employees should know going into their first day at West Pharmaceuticals?,yesno,2
0,What are the effects of Shani sade sati?,list,1
0,"What are the effects and remedies for sade sati, for dhanu (sagittarius) rashi?",list,1
0,What is the difference between chart and graph?,summary,0
0,What is the main and most important difference between a line graph and a line plot?,summary,0
0,Can we create artificial gravity?,yesno,2
0,Will it be possible to create gravity without mass?,yesno,2
0,A report on the procedure of purchasing and selling shares through DEMAT Account?,yesno,2
0,A report on theprocedure of purchasing and selling shares through DEMAT Account?,yesno,2
0,What are the different types of energy? How are they used?,list,1
0,What are the different types of potential energy?,list,1
0,Where can I find pending request on instagram?,yesno,2
0,"I have a private account on Instagram. If I request to follow someone, do they see my profile?",yesno,2
0,Why do Indians consider hockey as their national game?,yesno,2
0,Do you think that day by day cricket is becoming our national game rather than hockey?,yesno,2
0,What is the green tick in IMO app?,summary,0
0,"How is your feeling on getting that ""little green tick "" on Codechef after multiple WA's and incorrect submissions?",summary,0
0,What is the actual source of gravity?,summary,0
0,What is the source of gravity?,summary,0
0,Should I ask my work colleague out for a drink?,yesno,2
0,Should I ask a coworker out for drinks?,yesno,2
0,How will I get refund of fees from IHM Gandhinagar or national council for hotel management and catering technology?,factoid,3
0,What salary can I get after HM form IHM?,factoid,3
0,How do I post a question in Quora?,summary,0
0,How do I post here?,summary,0
0,Are the Chinese the NEXT imperial rulers of Indian subcontinent after the Muslims and the British?,yesno,2
0,Why didn't the Muslim rulers of India invest in establishing universities in the subcontinent?,yesno,2
0,What is the scope of interior designing in India?,summary,0
0,What is the scope of doing interior designing in India?,summary,0
0,"If I am applying for a position at a company, is it ok to look up seniors in the position from the company through LinkedIn and send them inmails?",yesno,2
0,"When applying to a company, is it OK to apply for radically different positions?",yesno,2
0,"I pointed my mx records to Google email server. Now i am not receiving any email in my existing email addresses. I want it to be a dual delivery on both systems, existing email and Google app email. any help?",yesno,2
0,"A recruiter from Google HQ emailed me last year, now I want to apply to Google in another state. Should I email the recruiter for a recommendation?",yesno,2
0,How do I search for entry level software developer jobs?,summary,0
0,How do I find entry level developer jobs?,summary,0
0,How do I start degital marketing business in dubai?,summary,0
0,How can we start retail business in dubai?,summary,0
0,What will Android 9 be called?,factoid,3
0,What will Android 8 be called?,factoid,3
0,What is meant by services in economics?,summary,0
0,What is meant by economics?,summary,0
0,Who are the most impressive US military commanders?,yesno,2
0,Who was the best military commander in US history?,yesno,2
0,I lost my PAN card and I want a new one with the old PAN number. How should I proceed?,yesno,2
0,"I lost my PAN card. Is it possible to get it reissued. I have the PAN number and a photo of the same. If yes, what is the procedure?",yesno,2
0,What is the difference between salary structure of RRB scale 1 and IBPS PO?,summary,0
0,What is the difference between rrb po and ibps po?,summary,0
0,What are the chances of being rejected after giving HR round in CTS?,summary,0
0,What are the chances of being rejected after giving HR round in tcs?,summary,0
0,Do employees at Spark Energy have a good work-life balance? Does this differ across positions and departments?,yesno,2
0,Do employees at SM Energy have a good work-life balance? Does this differ across positions and departments?,yesno,2
0,Linguistics: How to self-study linguistics? ,summary,0
0,How do I study linguistics?,summary,0
0,What are the differences and similarities between capitalism and communism?,summary,0
0,How do capitalism and communism differ from each other?,summary,0
0,What is the stupidest thing you ever did?,summary,0
0,What is the dumbest thing that you have ever done?,summary,0
0,What are the 10 must see action movies?,summary,0
0,What is your favorite James Bond movie and why?,summary,0
0,What measures can be taken to increase the height at the age of 18 of a boy?,yesno,2
0,Until what age does a boy's height increase?,yesno,2
0,What are some good qualities of an entrepreneur?,summary,0
0,What are good qualities for entrepreneurs?,summary,0
0,How does department of children and families earn money?,summary,0
0,How effective is Yogoda training?,summary,0
0,How is telling a non-Christian they are going to hell an expression of love?,factoid,3
0,How is telling someone they are going to hell (for their religious beliefs) an expression of love?,factoid,3
0,What is your favorite music video clip? Why?,summary,0
0,What are your favorite music and video clips?,summary,0
0,"What is the difference between working stress method and limit state method in the design of beams, slabs, columns, and footing with examples that are easy to understand?",summary,0
0,How can we cast a concrete slab if we have steel sections for both the beam and columns?,summary,0
0,Can anyone give me a link to website that can give me coins on pokemon Go without human verififcation?,yesno,2
